[26707, 0, 180, 0, 23697, 0, 0, 0, 13236, 0, 0, 8607, 0, 76, 14124, 9, 0, 16236, 404, 1796, 8695, 0, 0, 0, 3, 0, 1366, 293, 275, 346, 97, 0, 0]
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[114735, 4482, 8274, 8652, 126556, 992, 5184, 27, 40015, 547, 5, 12039, 8561, 9273, 38887, 2545, 1004, 26125, 12199, 13389, 10184, 2639, 1, 4, 5, 942, 33637, 10117, 37414, 1081, 108, 0, 0]
[29656, 2349, 23543, 625, 79297, 3107, 3069, 1714, 14821, 154, 6, 3981, 6469, 834, 17415, 15039, 3047, 685, 9, 44087, 10279, 1829, 1, 0, 162, 209, 2127, 395, 291, 329, 85, 0, 0]
[57333, 4, 6, 8, 55307, 12, 2, 2, 32409, 0, 0, 37, 89, 9, 19494, 4, 0, 34609, 25, 6, 10856, 4, 1, 0, 0, 7, 8279, 1277, 1169, 1250, 218, 0, 0]
[8889, 4644, 7369, 5726, 19092, 1535, 2791, 82, 11158, 3173, 0, 15754, 7204, 9544, 336, 3231, 414, 16211, 8017, 6186, 8, 614, 1, 173, 1539, 1977, 622, 1403, 605, 68, 0, 0, 1606]
[12798, 0, 0, 2, 12441, 0, 0, 0, 12605, 0, 0, 0, 0, 2, 5750, 0, 0, 0, 0, 0, 726, 0, 0, 0, 0, 0, 972, 331, 467, 139, 0, 0, 0]
[20, 0, 0, 0, 12, 0, 0, 2, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[617, 0, 1264, 0, 355, 52, 0, 268, 1688, 0, 0, 0, 6, 0, 305, 1974, 8, 0, 0, 1955, 232, 2, 2, 0, 2, 0, 45, 4, 18, 15, 0, 0, 0]
[1880, 0, 1, 0, 1945, 0, 0, 0, 16, 0, 0, 0, 0, 0, 472, 0, 0, 2, 8, 2, 839, 0, 0, 0, 0, 1, 221, 533, 0, 104, 15, 0, 0]
[30590, 6, 1947, 7, 27, 1, 666, 2, 85, 0, 0, 8, 294, 952, 4171, 60, 246, 1, 1, 4, 2196, 0, 0, 0, 0, 5, 5308, 1, 0, 740, 9, 0, 0]
[1, 7993, 531, 58, 25, 160, 115, 0, 43, 51, 0, 215, 375, 24159, 0, 59, 36, 18805, 24991, 506, 41, 40, 0, 8, 4, 27, 0, 0, 0, 0, 0, 0, 31]
[102, 36, 148, 95, 92, 43, 158, 0, 13, 88, 0, 231, 311, 3817, 4, 78, 13, 3194, 2041, 347, 16, 46, 0, 14, 4, 22, 0, 0, 0, 0, 0, 0, 27]
[41599, 93, 289, 342, 415, 203, 179, 0, 0, 30, 0, 173, 182, 533, 199, 93, 143, 673, 1077, 359, 0, 88, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 8]
[0, 47, 82, 65, 0, 90, 319, 0, 12, 53, 0, 239, 185, 2328, 0, 129, 35, 304, 128, 150, 0, 31, 0, 23, 11, 4, 0, 0, 0, 0, 0, 0, 0]
[134, 67, 53, 68, 159, 9, 6, 2, 0, 18, 0, 139, 97, 183, 45, 43, 0, 135, 163, 54, 0, 4, 0, 0, 48, 20, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 236, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31, 0, 0, 0, 0]
[5121, 0, 0, 0, 1554, 0, 0, 0, 958, 0, 0, 0, 0, 0, 1146, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 950, 221, 179, 140, 0, 0, 0]
